구분,한경1호기(kWh),한경2호기(kWh),한경3호기(kWh),한경5호기(kWh),한경6호기(kWh),한경7호기(kWh),한경8호기(kWh),한경9호기(kWh)
2023-03-15,10528,0,10604,18664,17748,14300,0,2408
2023-03-16,17079,0,12442,36032,32396,30744,0,36936
2023-03-17,7241,0,7242,20752,23264,14808,0,12896
2023-03-18,18425,0,0,30344,29748,31856,0,35448
2023-03-19,9592,0,0,16488,15696,15292,0,18680
2023-03-20,376,95,166,1536,1252,1108,0,720
2023-03-21,995,0,2024,6072,6528,4058,0,3472
2023-03-22,74,0,361,536,32,428,0,696
2023-03-23,11885,0,4790,16600,17052,18246,0,23560
2023-03-24,14235,0,5560,22280,21388,24520,0,28896
2023-03-25,5516,0,6905,17728,20336,12568,0,10176
2023-03-26,646,0,21042,32424,32664,33554,0,36248
2023-03-27,8491,0,20062,34016,21580,23336,0,40240
2023-03-28,1514,0,576,3600,0,0,0,3432
2023-03-29,9,0,32,112,0,0,0,152
2023-03-30,1155,0,1006,2752,0,0,0,2416
2023-03-31,2341,44,1626,3920,0,282,0,4248
2023-04-01,1221,1007,903,3056,0,1922,0,1576
2023-04-02,12967,10129,10171,22096,0,17616,0,13280
2023-04-03,9165,12105,11411,23200,0,20592,0,16920
2023-04-04,23726,25899,23577,35008,0,48344,0,48320
2023-04-05,12232,22036,21709,3392,0,37004,0,41720
2023-04-06,7872,7833,6543,3648,0,11296,0,12920
2023-04-07,23058,23825,20776,14376,0,32448,0,39544
2023-04-08,4596,12941,14965,25784,0,24874,0,27336
2023-04-09,472,0,383,952,0,740,640,1272
2023-04-10,4810,3905,9328,20488,0,15064,18568,23184
2023-04-11,1319,15105,19139,31544,0,28298,6496,36816
2023-04-12,13135,13876,12093,21664,0,20140,0,22832
2023-04-13,2589,3569,3381,8128,0,3904,0,7544
2023-04-14,2809,8398,8303,17256,0,16258,7664,15280
2023-04-15,10764,15856,12897,24488,0,21780,20152,24552
2023-04-16,0,9010,8597,16744,0,15288,0,18264
2023-04-17,0,10838,10336,20832,0,17876,7400,21248
2023-04-18,0,22111,22945,48392,0,42236,0,50912
2023-04-19,0,3928,5975,11984,0,6490,3008,12376
2023-04-20,0,1554,1448,3328,0,2924,3408,240
2023-04-21,0,15752,13103,24824,0,19078,21728,7040
2023-04-22,0,12575,415,22536,0,20498,19336,19424
2023-04-23,0,27711,0,51528,0,46068,42704,45584
2023-04-24,0,26896,7220,44952,0,39956,34312,0
2023-04-25,0,3738,2812,5904,0,5708,4504,0
2023-04-26,0,9519,6851,13576,0,11068,13168,0
2023-04-27,0,2265,1014,5096,0,3188,5032,0
2023-04-28,0,15840,7681,31272,0,19458,29424,112
2023-04-29,0,14667,15929,26384,0,24780,23920,0
2023-04-30,0,9890,6873,15272,0,10414,16072,0
2023-05-01,0,2234,1795,3616,0,2794,3448,0
2023-05-02,0,4995,5121,12008,3260,6812,11144,6992
2023-05-03,0,14963,14458,35112,25960,27792,33112,2992
2023-05-04,0,33307,15148,44296,29096,58398,62800,0
2023-05-05,0,36183,0,0,0,69360,58648,0
2023-05-06,0,6017,0,0,0,9084,8664,0
2023-05-07,0,19072,0,0,0,30992,26120,0
2023-05-08,0,8492,4748,4840,0,12866,12696,0
2023-05-09,0,1746,1476,3384,0,2284,2712,0
2023-05-10,0,1341,741,3128,0,1680,3000,0
2023-05-11,0,832,608,2176,0,1534,2136,920
2023-05-12,0,1040,1171,3016,660,1642,3128,3304
2023-05-13,0,5241,3885,10160,10268,5164,7744,6296
2023-05-14,0,675,1032,3432,2608,1998,3456,2720
2023-05-15,0,6155,8677,15672,9340,11672,14400,15680
2023-05-16,0,2174,3398,6256,6620,5610,7376,10184
2023-05-17,5839,14669,15157,28736,9972,14932,27352,31672
2023-05-18,16308,15731,15728,32224,28584,28014,30920,24728
2023-05-19,12643,14310,12956,24528,1748,22016,23488,25128
2023-05-20,89,0,65,512,632,142,384,632
2023-05-21,5,750,433,1400,1556,710,1584,1984
2023-05-22,9212,12468,2533,17832,17352,12740,15840,19896
2023-05-23,3095,3550,0,5456,4744,3776,4064,6624
2023-05-24,226,325,4,816,716,542,1112,1208
2023-05-25,2111,2144,1883,1096,4320,3270,4712,4120
2023-05-26,6386,6107,6982,9544,6644,6352,13360,14360
2023-05-27,19172,23924,23951,43920,26980,12218,32768,46968
2023-05-28,21640,16077,20891,41488,20852,35902,41712,46592
2023-05-29,8365,6768,0,17496,0,16482,18320,20064
2023-05-30,202,115,68,1184,992,452,856,968
2023-05-31,975,887,683,2816,3324,1596,1448,1440
2023-06-01,103,136,194,664,208,114,560,0
2023-06-02,7004,4903,9060,7200,0,5370,17000,15712
2023-06-03,1096,8623,6839,10912,0,46,12072,15560
2023-06-04,120,433,82,1464,0,1136,792,1624
2023-06-05,2706,2962,1992,6472,832,4616,6400,4840
2023-06-06,2584,4025,1074,7528,7232,656,5832,5752
2023-06-07,2577,3380,1487,4128,4408,0,4552,6016
2023-06-08,2009,2356,907,4640,2840,0,4496,5608
2023-06-09,3821,4607,3665,8736,6292,716,7968,9752
2023-06-10,4156,5207,4961,9416,5236,2552,0,7736
2023-06-11,0,1457,1285,3304,1032,1550,0,0
2023-06-12,301,675,362,1392,1544,396,704,0
2023-06-13,189,339,129,792,720,0,408,0
2023-06-14,193,524,149,1824,1744,14,1400,0
2023-06-15,439,1027,268,2464,2960,1970,3032,1880
2023-06-16,53,0,0,496,104,206,440,480
2023-06-17,60,0,0,1008,1008,538,720,560
2023-06-18,0,0,0,112,152,68,128,64
2023-06-19,26,0,0,1224,1284,1100,976,1352
2023-06-20,6418,4500,10088,16824,10368,14442,18016,17360
2023-06-21,2750,5258,4918,3576,4260,3340,3808,4328
2023-06-22,2143,2272,2195,0,0,0,0,0
2023-06-23,266,330,0,640,652,750,856,1056
2023-06-24,970,3581,0,0,5972,5784,7472,7368
2023-06-25,1538,11312,0,0,6344,0,22320,23512
2023-06-26,12200,21151,0,0,22160,30464,43728,52360
2023-06-27,12931,20158,0,19336,38912,42364,34200,47480
2023-06-28,5466,13359,2910,20736,23568,26562,24944,29608
2023-06-29,5838,22409,23054,40064,36856,41362,42360,51712
2023-06-30,0,8661,9332,13984,14500,15460,16240,20376
2023-07-01,0,32,4,80,200,40,152,200
2023-07-02,0,1541,1950,1592,2608,0,3968,4408
2023-07-03,0,2309,2107,816,3320,0,4384,5944
2023-07-04,0,7354,7824,12528,4556,0,12192,14296
2023-07-05,0,6464,5437,11344,10948,360,0,2224
2023-07-06,2489,2038,2420,5864,4284,3872,1448,3280
2023-07-07,4971,8168,9558,16224,10880,13612,16592,21304
2023-07-08,0,8995,9722,13800,13804,16224,16520,21352
2023-07-09,0,5406,7860,12648,12820,11950,6032,16704
2023-07-10,6645,11536,12196,21304,17524,21160,0,25560
2023-07-11,1744,9932,14926,27304,26513,20454,0,32296
2023-07-12,0,11705,13462,23528,19084,21910,0,27960
2023-07-13,6206,11794,22235,39248,35264,25392,0,39168
2023-07-14,5940,17397,26485,51184,12320,30806,0,42136
2023-07-15,0,19385,25271,7960,6732,42164,0,50456
2023-07-16,0,0,16908,0,0,24836,0,36712
2023-07-17,0,5301,9478,0,9688,16352,864,19720
2023-07-18,0,17969,17913,0,12888,0,22192,36680
2023-07-19,0,7196,6337,1160,10000,324,10040,11768
2023-07-20,0,69,29,424,344,160,312,112
2023-07-21,3307,6311,7407,12528,10356,11424,12080,0
2023-07-22,0,15125,19684,39696,4136,32686,9944,0
2023-07-23,0,0,20496,36000,0,26306,0,0
2023-07-24,0,5285,11485,19040,6308,15864,7760,2512
2023-07-25,0,6687,6303,14240,6760,8552,13016,14544
2023-07-26,1293,5437,5527,12616,4576,6910,12696,13344
2023-07-27,5996,6635,10848,9136,10320,18286,15624,16168
2023-07-28,3830,4198,5771,11152,4300,10452,9472,11000
2023-07-29,2709,11329,9763,13512,0,11720,13704,13864
2023-07-30,0,6519,5712,12296,0,498,0,9664
2023-07-31,502,1250,1016,2992,0,0,1120,2480
2023-08-01,1513,2974,1897,8864,0,0,5168,5216
2023-08-02,0,1428,1183,3272,1348,0,1040,2680
2023-08-03,0,7242,7706,12688,7204,2338,0,10744
2023-08-04,0,8407,7193,14160,9200,12284,4264,11600
2023-08-05,0,7954,5271,15936,8068,496,9424,9536
2023-08-06,0,16183,13368,28312,4616,3842,2344,23264
2023-08-07,0,14252,11933,24160,9340,11882,1640,22368
2023-08-08,0,19406,15720,33016,17460,22586,14464,28408
2023-08-09,0,17201,20919,40904,3556,23026,0,51512
2023-08-10,0,11918,6493,23496,11168,12468,0,26104
2023-08-11,1225,3334,2503,4520,4772,1870,1360,5776
2023-08-12,42,94,62,560,232,0,0,440
2023-08-13,0,1840,1595,1856,2208,0,0,3400
2023-08-14,22,172,100,528,332,0,0,840
2023-08-15,1125,1765,1285,4256,4232,0,0,3712
2023-08-16,513,2996,1548,4184,1252,0,1160,5632
2023-08-17,794,978,612,2560,2404,0,1888,1984
2023-08-18,1925,7246,2587,12736,5996,0,2848,8936
2023-08-19,0,40,32,736,712,0,656,520
2023-08-20,0,198,224,816,0,0,0,720
2023-08-21,1649,10871,4237,19536,44,0,1496,18960
2023-08-22,7118,15870,6308,26112,0,0,0,28744
2023-08-23,4512,10209,3192,16592,2776,0,0,20112
2023-08-24,1656,2054,1013,3184,2488,0,0,4392
2023-08-25,64,38,37,320,388,0,96,600
2023-08-26,204,351,462,2304,2192,0,1728,1616
2023-08-27,101,236,430,1680,1012,0,1784,1160
2023-08-28,7130,14285,8574,28056,332,0,17592,24808
2023-08-29,2585,8489,8683,384,0,0,6040,17400
2023-08-30,4758,8776,7149,13560,0,0,12360,15240
2023-08-31,6334,9404,7977,15400,0,0,17472,9144
2023-09-01,5142,8460,6034,15104,3688,0,13192,10616
2023-09-02,3897,7174,6325,15160,0,0,13920,11272
2023-09-03,0,3842,3937,8608,0,0,8504,7896
2023-09-04,2796,4872,2886,11456,8472,0,8536,5128
2023-09-05,3599,5474,4224,12152,0,0,11976,8800
2023-09-06,2095,2354,1701,4864,236,0,3728,3320
2023-09-07,3714,6709,6013,15936,6472,0,2688,9928
2023-09-08,3578,5023,4292,10592,4040,0,8136,8400
2023-09-09,375,475,109,0,1304,1244,904,48
2023-09-10,624,157,371,2104,2312,0,1360,136
2023-09-11,909,943,676,2472,884,0,1688,1528
2023-09-12,0,256,55,1072,1060,0,648,448
2023-09-13,494,3153,1655,6832,5168,0,6576,4248
2023-09-14,2926,7071,0,14536,15056,0,11872,8640
2023-09-15,2103,2994,0,6032,5484,0,5776,6472
2023-09-16,0,3869,0,7376,5652,0,7632,9184
2023-09-17,0,997,0,2408,2260,0,2400,2928
2023-09-18,140,165,0,768,636,0,456,152
2023-09-19,136,0,0,336,0,0,288,0
2023-09-20,8969,18843,0,34872,20852,0,36560,27776
2023-09-21,7767,22731,0,19744,32648,0,24872,36856
2023-09-22,2972,7312,0,11160,10660,0,8712,11824
2023-09-23,1481,12198,0,20600,9292,0,16136,4136
2023-09-24,3393,12012,0,17272,0,0,10936,8248
2023-09-25,308,1143,0,3112,1352,0,2032,1176
2023-09-26,556,347,0,1160,1328,0,1704,1704
2023-09-27,747,707,0,688,2184,0,2088,2440
2023-09-28,0,3882,0,5224,6088,0,5880,0
2023-09-29,0,4144,0,6240,6224,0,4744,0
2023-09-30,0,10318,0,15480,3296,0,12664,0
2023-10-01,6035,17922,0,24096,0,0,20784,0
2023-10-02,17,12821,0,21544,1464,0,18384,872
2023-10-03,3687,6959,0,12880,14040,0,9808,10672
2023-10-04,5501,10580,0,17584,17464,5438,15112,17224
2023-10-05,10757,24977,0,42808,9256,38882,41880,46392
2023-10-06,4217,12297,0,18416,2944,16636,17160,17168
2023-10-07,0,0,0,0,0,0,0,0
2023-10-08,0,0,0,0,0,0,0,0
2023-10-09,0,0,0,0,0,0,0,0
2023-10-10,0,0,0,0,0,0,0,0
2023-10-11,0,0,0,0,0,0,0,0
2023-10-12,0,0,0,0,0,0,0,0
2023-10-13,0,0,0,0,0,0,0,0
2023-10-14,0,0,0,0,0,0,0,0
2023-10-15,0,0,0,0,0,0,0,0
2023-10-16,0,0,0,0,0,0,0,0
2023-10-17,3580,3941,0,1824,2184,1133,2488,0
2023-10-18,14,0,0,608,448,0,712,0
2023-10-19,0,0,0,248,328,0,232,144
2023-10-20,5068,31696,0,60032,54600,55256,57680,61984
2023-10-21,0,19316,0,32176,9672,23636,30512,26168
2023-10-22,0,1795,0,3024,0,469,2824,0
2023-10-23,0,0,0,0,0,0,0,0
2023-10-24,0,0,0,96,88,0,24,56
2023-10-25,0,0,0,0,0,0,0,0
2023-10-26,0,305,1015,2208,2288,503,1160,2000
2023-10-27,0,14150,12725,18408,20744,13398,21128,24736
2023-10-28,0,1741,2737,6864,6728,2668,3160,6688
2023-10-29,0,0,0,96,72,0,0,48
2023-10-30,0,0,0,624,488,0,0,408
2023-10-31,0,0,0,0,32,0,8,24
2023-11-01,0,3317,5335,7864,7584,8591,8952,12208
2023-11-02,0,4042,3869,8064,8080,5886,8432,9536
2023-11-03,0,4634,4198,8496,7792,6125,8752,10808
2023-11-04,605,514,416,1856,216,0,1520,0
2023-11-05,20326,20410,20221,37840,0,0,31840,0
2023-11-06,8288,34646,32816,7064,10048,39835,0,0
2023-11-07,0,22145,21118,1584,0,31281,0,0
2023-11-08,0,4796,4272,2608,704,6402,0,0
2023-11-09,1113,3239,2807,7488,4312,4103,0,1976
2023-11-10,20994,25513,0,49672,49776,24318,0,50296
2023-11-11,1337,28905,43,51872,52184,42026,0,27976
2023-11-12,17105,33732,0,55792,56520,13102,0,33656
2023-11-13,26787,32789,0,53048,54936,23649,0,40352
2023-11-14,10970,11961,1616,13016,15872,8051,0,16256
2023-11-15,2715,3008,1811,5440,5400,651,0,0
2023-11-16,17903,17234,19220,29272,33984,32108,0,14440
2023-11-17,33137,35145,34574,36968,53952,50255,0,53344
2023-11-18,4165,33228,33629,0,58888,49108,0,4544
2023-11-19,0,14327,14726,0,23584,20405,0,0
2023-11-20,5024,9964,10108,5032,19000,14245,0,1008
2023-11-21,0,0,0,0,0,0,0,0
2023-11-22,2037,1416,2502,4736,4304,4218,0,5944
2023-11-23,16169,18596,18775,26496,30256,28573,12320,31416
2023-11-24,23180,36432,35885,68856,70456,66998,69696,71264
2023-11-25,19441,20973,9637,37344,36640,30848,33808,35416
2023-11-26,407,0,0,1280,1256,671,1048,1080
2023-11-27,15307,12916,6299,22344,24840,22777,19184,25760
2023-11-28,16702,16808,17202,12624,24872,18781,18976,26840
2023-11-29,8320,8603,6513,14328,14272,9850,10920,16208
2023-11-30,30072,31126,28741,45080,51808,46572,29032,56816
2023-12-01,1484,30659,28466,0,51656,45717,22888,54984
2023-12-02,0,6215,3465,0,10040,7555,0,10480
2023-12-03,0,8008,0,0,12392,8696,0,13568
2023-12-04,115,1621,0,1608,4952,2299,1984,4152
2023-12-05,1230,2310,0,7768,7256,3403,6952,4824
2023-12-06,12189,18624,13973,28136,27816,29830,14816,0
2023-12-07,614,14353,13722,18944,25560,24262,2392,2456
2023-12-08,20737,22163,14303,37672,39112,41807,40496,50488
2023-12-09,8394,8278,10133,13240,13200,15008,17056,18656
2023-12-10,7116,4599,5769,13152,13008,11271,12840,7208
2023-12-11,16892,22600,22281,39744,41856,1693,36920,42680
2023-12-12,15901,28879,26981,40192,47752,0,20024,46264
2023-12-13,4814,2849,2704,13920,13744,1314,12880,0
2023-12-14,7820,5448,0,15064,12368,614,15856,56
2023-12-15,25390,32006,0,40872,50384,0,10272,0
2023-12-16,0,36234,0,59840,70344,0,0,0
2023-12-17,0,1116,0,0,57792,0,0,0
2023-12-18,10284,5652,4943,19648,26544,0,240,0
2023-12-19,20833,18776,21608,38992,26616,0,6112,12896
2023-12-20,35783,35966,36091,63536,0,0,20560,67824
2023-12-21,16088,29011,17730,35464,0,0,0,52120
2023-12-22,23988,31926,0,58856,0,0,0,46280
2023-12-23,8099,6312,0,13152,0,0,0,11872
2023-12-24,15480,16546,0,22080,0,0,0,26416
2023-12-25,16726,17399,0,26552,0,0,0,18040
2023-12-26,1097,938,0,2088,0,0,0,1864
2023-12-27,5642,2060,1272,11216,2920,0,0,7200
2023-12-28,6297,6243,4331,12216,7480,0,0,9784
2023-12-29,10357,12397,10003,20296,19256,0,3480,18264
2023-12-30,887,4401,1187,8648,8448,0,2080,9616
2023-12-31,0,35862,0,62400,64800,0,0,66224
2024-01-01,992,6676,0,11944,12104,0,0,11808
2024-01-02,746,878,433,3248,1680,0,320,2176
2024-01-03,20689,26082,17815,37344,26112,0,0,46064
2024-01-04,1816,7123,6719,8584,10752,0,0,12168
2024-01-05,1289,7277,7603,9872,11608,0,0,13176
2024-01-06,14926,16841,7623,20064,21568,0,0,25744
2024-01-07,32062,32902,0,41920,53008,0,0,15368
2024-01-08,6194,7091,1368,9664,9800,0,0,0
2024-01-09,3720,4650,2699,6360,5680,5896,0,4928
2024-01-10,23907,29116,26790,46600,51296,47491,0,55208
2024-01-11,10232,11160,5613,11320,16288,15274,0,17816
2024-01-12,7200,7112,5101,9808,11288,7800,0,11976
2024-01-13,6253,1539,10393,27312,26568,19915,0,19600
2024-01-14,9544,0,9037,26688,24528,29682,0,31736
2024-01-15,22385,973,28509,55320,34816,55927,0,57120
2024-01-16,11527,395,9348,19144,0,17205,0,18272
2024-01-17,7085,6907,9607,18400,5296,13793,0,18280
2024-01-18,7893,9586,7459,13720,13584,13371,0,17720
2024-01-19,2583,2659,1017,3520,4432,2321,0,1880
2024-01-20,3509,3977,23,1072,9832,8117,0,7120
2024-01-21,1667,31796,6705,0,53208,48980,0,55952
2024-01-22,0,18712,14900,33280,71280,71184,0,68400
2024-01-23,0,0,4864,26632,71280,71118,0,45616
2024-01-24,0,1897,0,0,71664,71750,0,0
2024-01-25,0,0,0,0,52024,55803,0,0
2024-01-26,0,0,0,0,26896,30078,0,11864
2024-01-27,0,0,0,0,14832,16761,0,17528
2024-01-28,3804,0,0,0,464,34075,0,10608
2024-01-29,1340,127,0,0,1552,3585,0,1912
2024-01-30,490,24,0,0,4240,4244,0,2456
2024-01-31,256,67,0,248,1176,1445,0,1608
2024-02-01,19958,26579,0,0,49752,29019,0,37904
2024-02-02,10164,23160,0,0,30944,19600,0,8664
2024-02-03,1497,1627,0,0,5504,3833,0,2352
2024-02-04,4130,3376,0,0,12088,7964,0,3976
2024-02-05,21418,24680,0,0,40544,40143,0,38632
2024-02-06,21334,23785,4116,0,31480,25958,0,38992
2024-02-07,26048,29684,16807,0,43776,34555,7400,16344
2024-02-08,19309,20318,14428,0,28896,21520,25080,13568
2024-02-09,19275,493,18274,0,28328,30317,26296,31120
2024-02-10,9472,1526,10149,0,15008,16255,13776,16736
2024-02-11,14402,0,5308,0,38392,16482,32976,38704
2024-02-12,0,641,1005,0,8120,0,8048,7744
2024-02-13,9548,19245,19914,0,33144,21434,16992,40960
2024-02-14,12940,13561,12850,0,25784,24896,0,25000
2024-02-15,19726,19611,19060,0,38760,29803,32040,38568
2024-02-16,12887,13247,11662,0,21032,20840,20616,22928
2024-02-17,0,2384,2567,0,6136,5076,5472,592
2024-02-18,0,26179,4322,0,50856,45995,49096,0
2024-02-19,0,24827,14818,0,26320,43079,41296,0
2024-02-20,0,12386,10578,0,20776,18050,17888,280
2024-02-21,0,421,248,0,2512,1661,1064,768
2024-02-22,0,25092,23174,0,51192,46915,36624,10832
2024-02-23,0,24583,21012,0,45616,42297,36072,14776
2024-02-24,0,3236,0,0,7224,5648,3520,3016
2024-02-25,0,0,0,0,0,47628,9984,12600
2024-02-26,0,8871,8399,0,96,38134,5296,0
2024-02-27,0,1468,998,0,3024,3600,2968,16
2024-02-28,206,13,1518,0,4936,3056,2344,2208
2024-02-29,19576,26534,26112,0,52920,49943,0,47720
2024-03-01,0,36351,36257,0,71024,33394,0,69160
2024-03-02,2389,15291,14577,0,25520,0,0,4112
2024-03-03,8591,9898,9459,0,16648,0,0,15144
2024-03-04,5045,4513,3796,0,9048,3571,1776,5112
2024-03-05,3206,2687,2408,0,4128,2918,136,1560
2024-03-06,0,0,0,0,0,0,0,0
2024-03-07,4691,12473,10479,0,16208,0,2536,0
2024-03-08,13079,30289,29281,0,49480,16814,46560,0
2024-03-09,19956,21013,17938,0,30960,28551,31776,0
2024-03-10,6033,6666,6502,0,13000,12222,0,0
2024-03-11,4338,4091,5841,0,10176,9547,3448,0
2024-03-12,17720,17993,14507,0,30744,30243,28568,26816
2024-03-13,11930,12027,7128,0,20552,17808,19120,22672
2024-03-14,108,66,61,0,520,546,296,720
2024-03-15,0,0,0,336,288,193,552,288
2024-03-16,183,1766,2105,560,312,3500,4944,4944
2024-03-17,0,22943,22014,0,0,14027,42192,43480
2024-03-18,541,14857,14094,0,6768,6699,25488,24632
2024-03-19,8196,12221,11391,21776,22288,14816,1544,23952
2024-03-20,15813,15835,15911,26888,43840,17502,0,35816
2024-03-21,638,657,432,312,10472,11674,0,288
2024-03-22,16912,19116,0,1912,40768,0,33552,41792
2024-03-23,0,6474,0,0,10160,0,9424,13032
2024-03-24,5,164,0,0,976,0,0,240
2024-03-25,1017,1014,722,0,1552,0,2088,1304
2024-03-26,21614,22365,22394,0,36048,0,39560,0
2024-03-27,2748,2758,3137,2320,5208,2793,6424,0
2024-03-28,22592,23082,21629,36360,31848,3856,39768,0
2024-03-29,8083,9503,9859,8296,4528,12616,14784,0
2024-03-30,4713,3963,4493,9752,0,7103,8688,0
2024-03-31,3901,3851,2743,6824,0,4751,5432,0
2024-04-01,2156,1842,1758,4352,944,1242,3240,0
2024-04-02,13850,18224,19214,35896,28728,34307,9856,0
2024-04-03,6550,11693,11888,11520,19808,20693,0,8560
2024-04-04,4380,4379,3317,0,6824,4819,0,7064
2024-04-05,632,1440,866,4200,3968,1128,0,1200
2024-04-06,3003,3624,3451,10104,9560,7471,0,7792
2024-04-07,245,0,513,2416,2312,1655,0,2224
2024-04-08,1519,1563,1169,3512,4112,2726,0,3352
2024-04-09,4081,4405,3495,5016,6168,6089,1296,7560
2024-04-10,2054,2026,1262,4120,3656,4475,4272,2416
2024-04-11,2723,2658,7286,14584,3792,12796,13568,13640
2024-04-12,1016,1062,925,2824,2616,2705,2768,1784
2024-04-13,30,10,0,224,128,116,40,160
2024-04-14,17290,19861,18856,37184,38912,2006,36880,0
2024-04-15,8145,18623,16169,12488,32280,10085,34104,7552
2024-04-16,1450,1576,986,2856,2616,2807,2808,320
2024-04-17,77,430,275,1440,1304,1376,1184,0
2024-04-18,3242,3914,2284,6120,5712,4719,5328,808
2024-04-19,2425,2993,3436,6784,3392,5051,7680,7472
2024-04-20,11398,19347,19454,17944,30248,32070,35104,37576
2024-04-21,0,1117,1173,0,2136,2318,2304,2576
2024-04-22,29,574,270,1464,1664,919,888,960
2024-04-23,15,0,0,352,512,107,56,64
2024-04-24,4888,3230,3557,6600,7912,7896,5912,7976
2024-04-25,1605,317,1020,2776,3016,2977,2840,3592
2024-04-26,401,314,259,1616,1304,850,1136,1072
2024-04-27,428,716,559,2376,2360,0,1568,2152
2024-04-28,2449,2382,2408,5000,2928,0,0,3440
2024-04-29,5418,6618,5520,12552,13176,0,0,9872
2024-04-30,7719,9680,7440,14080,13736,0,3296,2760
2024-05-01,2929,3801,2439,6032,6336,0,4768,0
2024-05-02,7134,7782,5806,13680,4272,0,10640,1880
2024-05-03,2700,2893,1799,5208,4824,0,3592,4760
2024-05-04,14465,14283,14263,26344,744,0,27632,23080
2024-05-05,11246,29839,30556,17064,0,0,58104,58936
2024-05-06,0,2884,2303,0,0,0,4728,4816
2024-05-07,8097,11724,10317,4944,10280,0,10736,17984
2024-05-08,13009,14197,12973,23824,21080,0,21632,22496
2024-05-09,236,164,131,696,912,0,696,1336
2024-05-10,6011,5343,5801,10552,5600,6259,10792,11608
2024-05-11,24849,19787,24888,44408,32296,38271,43056,50304
2024-05-12,8457,21364,15105,31392,30920,24492,29088,37608
2024-05-13,164,8507,6613,13496,12000,12692,9528,9600
2024-05-14,0,0,0,80,0,80,120,304
2024-05-15,8428,12484,12063,23376,0,23880,20992,6824
2024-05-16,9505,19602,18943,32488,592,13377,29488,7576
2024-05-17,6822,5738,7860,6152,0,11792,13480,16632
2024-05-18,3410,4229,3874,0,0,6250,7656,10376
2024-05-19,0,1129,842,0,0,3013,2648,1384
2024-05-20,151,461,431,0,0,1167,1384,1008
2024-05-21,800,610,782,0,0,1678,2744,1648
2024-05-22,0,0,0,0,0,0,0,0
2024-05-23,13,32,0,360,0,395,496,544
2024-05-24,1834,2126,485,4024,0,3044,3400,5232
2024-05-25,183,0,273,16,0,825,680,784
2024-05-26,12324,0,12992,0,0,956,22800,26200
2024-05-27,10076,4930,8561,13816,0,11903,14080,17896
2024-05-28,13522,14491,10686,21784,0,18042,14240,23040
2024-05-29,237,35,171,1080,0,712,744,768
2024-05-30,611,439,589,2240,40,1329,1272,1528
2024-05-31,258,166,126,544,736,438,64,736
2024-06-01,2897,13219,10469,4656,4496,1535,0,6496
2024-06-02,0,9361,7936,11408,11800,0,0,0
2024-06-03,918,1479,1613,3512,2288,3352,0,4128
2024-06-04,1649,1461,1215,4568,2936,3613,0,2696
2024-06-05,994,2195,1223,4608,4496,3072,0,2264
2024-06-06,873,792,815,1848,0,1901,0,1920
2024-06-07,6439,6544,6288,11128,3160,11476,0,10672
2024-06-08,6003,3171,5130,10880,3160,10120,0,6048
2024-06-09,8046,0,10208,20536,0,19304,0,0
2024-06-10,277,438,258,1264,1128,1641,0,936
2024-06-11,11,3,0,160,136,112,0,160
2024-06-12,325,340,259,1192,832,0,0,832
2024-06-13,26,98,62,936,912,0,0,624
2024-06-14,1501,1571,1651,3648,2240,0,3224,3400
2024-06-15,497,449,505,1336,952,0,1424,1064
2024-06-16,0,173,124,24,40,0,8,80
2024-06-17,655,1187,886,48,1976,0,1384,1600
2024-06-18,102,118,84,728,160,73,1280,1520
2024-06-19,4218,3607,3777,8064,1600,420,4256,6384
2024-06-20,16228,16479,15587,31112,5448,0,31136,0
2024-06-21,4101,3686,4258,1608,2696,2140,7696,0
2024-06-22,14662,15692,6062,0,2400,29159,3504,0
2024-06-23,4089,5247,0,0,0,9574,0,0
2024-06-24,2667,2764,1361,128,2384,7030,2480,0
2024-06-25,583,1111,520,1632,2392,1778,1936,0
2024-06-26,39,111,128,0,88,420,320,0
2024-06-27,3205,2956,2939,0,4752,5889,6176,6056
2024-06-28,673,306,661,0,1136,1777,2128,2840
2024-06-29,19552,16859,9491,0,6344,35988,38784,44360
2024-06-30,3712,21453,0,0,0,46193,37656,53104
2024-07-01,2837,3588,3149,0,2616,6053,7848,8384
2024-07-02,10937,26887,26048,0,2344,54195,32240,61184
2024-07-03,10667,12194,12607,0,6424,24652,22760,27104
2024-07-04,5590,3337,6560,6960,5552,8982,12104,14336
2024-07-05,2792,2355,3767,7352,2880,6978,7136,8672
2024-07-06,10017,6280,11778,18584,0,16269,19256,21456
2024-07-07,0,0,0,0,0,0,0,0
2024-07-08,6727,6085,8154,12240,168,13162,13184,16896
2024-07-09,11281,15704,18887,30944,5176,32338,32392,39384
2024-07-10,11891,14842,14741,25440,288,28820,27552,33872
2024-07-11,32,73,35,224,176,456,320,576
2024-07-12,47,18,0,312,248,215,184,152
2024-07-13,0,7449,0,14312,0,12996,14368,14584
2024-07-14,0,2482,0,7344,0,7446,6856,8736
2024-07-15,3917,3652,1099,7672,2056,4703,7624,8464
2024-07-16,12349,14305,371,27712,25000,34579,26704,36544
2024-07-17,15220,15142,0,31728,31560,37613,32864,35088
2024-07-18,15783,14411,2858,26120,11680,32258,21472,25024
2024-07-19,4655,3946,5842,10128,5496,8977,10096,2632
2024-07-20,3224,12227,18447,31472,28472,27957,25472,36040
